id_intercambio,id_objeto,usuario_id_dador,usuario_id_recibidor,saldo_dador,saldo_recibidor,fecha_transaccion
10496,6602,16897,13357,21.91,47.03,2025-02-19
10497,7365,12528,49,28.2,8.48,2025-06-10
10498,14006,19551,751,8.1,27.0,2025-01-08
10499,4254,11508,10245,42.36,47.87,2025-02-07
10500,14273,18132,9672,6.96,6.91,2025-04-14
10501,7114,8143,10263,45.32,6.62,2025-01-25
10502,228,3554,19859,13.29,37.01,2025-05-19
10503,149,11572,18604,41.25,28.05,2025-06-25
10504,3055,9276,4168,31.23,14.87,2025-06-09
10505,13525,13158,11841,34.81,14.84,2025-03-05
10506,5266,433,7678,11.77,24.62,2025-01-09
10507,14295,3359,4108,47.22,5.24,2025-06-10
10508,6602,3077,18358,32.22,25.66,2025-06-11
10509,6578,2785,13580,25.59,8.72,2025-03-10
10510,4029,7964,1093,39.63,41.85,2025-01-15
10511,2005,3136,765,12.44,40.24,2025-05-26
10512,6716,7285,1998,39.71,47.46,2025-05-26
10513,11064,10285,533,41.15,20.58,2025-04-21
10514,4322,12545,10674,17.37,9.64,2025-01-01
10515,10819,16487,12321,13.49,24.56,2025-05-15
10516,10624,19369,5095,46.14,20.31,2025-03-03
10517,3366,11256,3410,45.12,38.8,2025-05-01
10518,13370,1198,9789,6.78,31.29,2025-05-30
10519,14650,1350,6091,8.54,27.21,2025-04-18
10520,6206,10904,17175,26.43,15.55,2025-06-14
10521,5819,14169,14837,12.07,29.09,2025-01-16
10522,4084,18512,6640,11.73,43.09,2025-05-30
10523,1632,11023,1351,38.52,24.39,2025-01-08
10524,11228,430,13517,17.05,22.57,2025-01-10
10525,833,8697,3927,18.84,8.97,2025-04-23
10526,11986,157,12462,21.79,35.72,2025-04-22
10527,8196,11614,14981,42.02,21.08,2025-03-17
10528,3492,6573,18871,8.04,38.35,2025-05-25
10529,7543,19411,12284,20.5,11.3,2025-04-14
10530,868,11925,7212,23.61,39.71,2025-04-07
10531,3985,17311,8493,32.62,18.11,2025-02-19
10532,7233,8636,16640,18.69,15.35,2025-03-31
10533,14054,3459,7526,17.91,7.93,2025-04-02
10534,11609,7597,8577,43.25,26.62,2025-03-22
10535,7693,3444,6809,8.05,46.92,2025-01-01
10536,1,19843,15565,17.29,23.73,2025-02-24
10537,7349,11881,17835,43.78,37.25,2025-02-24
10538,2954,15054,9778,38.34,42.27,2025-03-14
10539,1243,7814,5852,49.22,32.37,2025-03-05
10540,9367,12021,4228,7.78,48.21,2025-03-30
10541,4954,9229,15545,9.53,35.81,2025-04-03
10542,2406,2177,17863,33.86,32.15,2025-04-28
10543,6338,11353,18963,24.53,6.31,2025-06-30
10544,9633,12338,16154,40.03,22.45,2025-06-13
10545,1651,16064,5040,16.03,9.49,2025-02-05
10546,7212,4445,421,19.3,45.53,2025-04-26
10547,9372,9467,12397,10.48,9.81,2025-03-02
10548,4710,15504,1016,37.4,37.37,2025-01-11
10549,12933,15272,483,48.83,6.04,2025-01-04
10550,3981,1860,6028,46.1,42.71,2025-06-16
10551,2401,17317,2441,25.21,48.33,2025-01-01
10552,4644,16661,14834,46.27,9.0,2025-06-02
10553,13112,19775,19221,17.53,19.95,2025-02-24
10554,10888,5227,15967,22.54,26.47,2025-05-20
10555,13224,11751,15156,35.04,9.72,2025-04-29
10556,14856,1418,18802,8.28,22.97,2025-03-09
10557,6741,12469,1525,26.55,45.47,2025-02-26
10558,745,17318,932,43.44,49.11,2025-06-10
10559,8727,6049,8181,15.24,32.19,2025-04-25
10560,13264,13023,16587,24.75,31.28,2025-03-25
10561,3030,8571,16488,7.9,24.33,2025-04-11
10562,7142,8991,4223,36.32,7.02,2025-06-15
10563,3372,12685,10111,45.12,36.43,2025-06-26
10564,9820,12368,19882,46.93,35.65,2025-02-09
10565,14113,652,12861,19.97,28.22,2025-04-16
10566,6111,11871,15155,6.6,20.83,2025-05-05
10567,29,14325,16041,9.18,14.0,2025-06-16
10568,2393,2609,18786,49.77,30.73,2025-02-01
10569,3045,17240,19913,24.08,13.51,2025-06-06
10570,9149,12387,17311,29.51,11.2,2025-01-30
10571,4801,3781,6355,34.51,26.14,2025-03-09
10572,7808,10519,606,8.9,31.7,2025-02-16
10573,13855,9648,13357,38.29,31.54,2025-02-25
10574,4127,15705,11130,7.88,7.19,2025-01-07
10575,11326,9430,7686,28.0,16.34,2025-04-03
10576,6362,3448,9718,8.61,48.11,2025-03-05
10577,6411,14631,3663,18.05,35.18,2025-04-29
10578,11394,2570,5275,8.08,41.87,2025-06-22
10579,14342,6931,2957,34.6,15.63,2025-01-06
10580,13621,12077,16400,41.87,13.98,2025-03-05
10581,456,10440,16042,44.14,34.44,2025-05-21
10582,8380,1046,19755,37.78,40.69,2025-05-01
10583,4758,15103,6108,10.1,48.05,2025-01-20
10584,6784,3431,18322,39.75,43.36,2025-03-19
10585,22,2691,15674,43.18,43.38,2025-01-22
10586,3536,5240,10000,48.66,30.56,2025-04-30
10587,10576,16413,17264,11.8,40.87,2025-04-17
10588,9508,13457,17997,14.63,17.43,2025-05-01
10589,7932,11935,10523,33.54,6.79,2025-06-14
10590,8123,7082,18188,48.44,35.49,2025-06-26
10591,3266,18771,7221,47.81,20.0,2025-06-20
10592,8791,15030,11900,28.44,23.45,2025-04-01
10593,9643,17224,17806,20.99,6.78,2025-02-02
10594,1381,19307,15198,28.33,19.8,2025-03-02
10595,8929,1653,11118,6.53,31.61,2025-03-25
10596,14237,4011,4613,7.21,49.22,2025-03-10
10597,7065,4998,5029,5.98,32.8,2025-01-19
10598,6722,10824,4303,7.16,11.63,2025-01-13
10599,2228,19222,9404,6.54,13.83,2025-01-08
10600,2819,16679,10636,5.32,16.07,2025-01-07
10601,3380,3324,17978,45.95,32.2,2025-01-31
10602,11212,19603,10910,45.81,35.85,2025-01-18
10603,6690,14327,16764,20.31,42.35,2025-04-18
10604,4365,2536,15451,37.39,16.9,2025-06-11
10605,8163,2496,19250,42.02,33.78,2025-03-17
10606,1252,4200,14251,37.79,39.35,2025-04-21
10607,12794,10319,17267,47.24,28.3,2025-04-12
10608,3257,18120,6866,32.79,25.91,2025-05-15
10609,8880,15728,10961,27.51,7.55,2025-04-07
10610,3729,6970,14564,22.18,6.18,2025-06-18
10611,3305,15478,8441,35.06,35.17,2025-05-16
10612,2617,783,17103,16.44,31.8,2025-04-26
10613,9472,14502,8425,29.15,37.32,2025-01-18
10614,13801,17093,2134,49.11,41.37,2025-05-04
10615,2040,2676,13398,26.76,41.57,2025-06-29
10616,653,18694,242,31.13,34.83,2025-03-23
10617,3515,6000,12359,49.77,47.18,2025-06-17
10618,7287,18497,15615,22.25,48.36,2025-02-22
10619,9054,3627,6824,11.89,23.48,2025-02-28
10620,13474,3266,13914,13.84,25.63,2025-02-18
10621,10868,4930,17233,30.47,48.83,2025-04-14
10622,14705,18146,13779,24.84,46.66,2025-01-15
10623,2667,8342,13277,27.83,35.96,2025-06-23
10624,10325,633,1398,36.02,42.02,2025-01-25
10625,5589,2681,14784,16.13,10.27,2025-02-10
10626,9895,8666,1687,32.95,45.11,2025-03-31
10627,13844,5867,12084,26.35,7.56,2025-02-26
10628,2978,11384,8113,22.71,27.69,2025-05-01
10629,4587,13868,12892,19.63,41.35,2025-02-13
10630,9183,19925,11630,10.34,37.5,2025-06-15
10631,13595,11107,1712,28.95,38.06,2025-03-25
10632,13604,1690,4244,9.46,16.83,2025-05-13
10633,13087,14899,14339,15.12,48.05,2025-01-08
10634,12861,16234,13802,45.28,38.5,2025-04-10
10635,622,2900,7544,9.47,5.18,2025-01-06
10636,994,18780,18,22.7,15.99,2025-06-25
10637,14917,11965,3392,42.08,41.35,2025-06-03
10638,9715,18673,18478,29.76,39.98,2025-03-13
10639,3264,12803,12176,29.03,25.69,2025-03-11
10640,8426,18093,19810,38.33,19.57,2025-04-07
10641,563,7527,13882,37.32,48.34,2025-01-09
10642,14435,14364,11821,8.89,20.6,2025-02-26
10643,11669,8231,8508,7.54,45.48,2025-02-13
10644,9764,4473,1429,19.85,29.06,2025-02-13
10645,9354,15300,7218,47.03,27.58,2025-05-22
10646,13212,4372,6731,21.73,9.27,2025-06-18
10647,12986,18694,1105,11.86,33.86,2025-06-11
10648,7060,11894,1292,19.12,41.02,2025-06-29
10649,4725,14733,11010,30.62,9.73,2025-05-22
10650,6680,6278,17605,29.76,35.52,2025-03-15
10651,6727,4486,973,33.33,14.15,2025-05-23
10652,13819,13247,15726,25.88,7.77,2025-04-26
10653,12956,18452,8682,33.25,27.49,2025-05-20
10654,9748,15240,4839,28.31,16.49,2025-06-05
10655,1087,3232,13132,45.07,28.09,2025-03-19
10656,4826,2005,5837,38.17,5.27,2025-01-17
10657,5523,14490,12078,43.2,30.2,2025-05-30
10658,11452,19523,10073,47.17,17.09,2025-05-01
10659,3729,18774,8421,23.3,9.03,2025-01-20
10660,11522,3361,13664,44.76,38.71,2025-03-09
10661,11572,17629,4464,24.91,5.97,2025-05-23
10662,7386,6077,6360,40.66,20.12,2025-03-28
10663,5558,12879,3513,25.74,32.04,2025-04-03
10664,13095,2709,10267,31.0,29.09,2025-06-20
10665,12982,11690,4428,8.22,36.05,2025-01-29
10666,7437,11304,3213,42.87,12.65,2025-02-19
10667,10160,13108,6591,45.87,17.49,2025-04-09
10668,5170,5675,10601,7.94,38.21,2025-02-07
10669,10,2670,11275,49.05,46.72,2025-05-23
10670,800,10859,13442,20.86,49.12,2025-01-26
10671,10123,16077,13451,36.22,21.16,2025-03-31
10672,5223,8513,19376,15.09,14.25,2025-03-21
10673,11524,16991,4839,10.45,9.69,2025-01-16
10674,11857,7606,10504,43.58,5.77,2025-01-18
10675,8515,11680,580,9.66,21.95,2025-02-12
10676,11147,1842,17226,18.65,46.98,2025-04-29
10677,5337,6630,13555,45.7,32.05,2025-03-11
10678,1478,6992,4421,18.64,26.64,2025-05-09
10679,11148,8395,15674,21.4,34.83,2025-02-15
10680,7000,10898,15222,34.54,43.72,2025-06-23
10681,4604,11864,4638,13.61,15.65,2025-01-03
10682,12819,4958,15924,24.48,14.35,2025-01-30
10683,656,2638,14107,33.82,39.64,2025-04-01
10684,3649,1960,10972,49.1,36.08,2025-01-14
10685,7164,15585,19351,31.1,25.09,2025-02-05
10686,4064,3534,1442,39.49,26.32,2025-01-29
10687,6513,17611,14994,15.86,25.56,2025-05-05
10688,1687,3431,3824,15.59,6.79,2025-03-27
10689,10379,14436,7165,24.65,5.19,2025-04-13
10690,12415,5845,9427,34.58,32.99,2025-03-28
10691,2099,10916,3479,25.77,30.42,2025-01-03
10692,5532,2473,9611,16.38,48.78,2025-02-20
10693,5118,12360,8881,37.56,15.26,2025-01-31
10694,10995,2004,10092,36.9,9.52,2025-03-31
10695,9149,6055,3449,25.39,43.31,2025-05-11
10696,11455,4795,16625,22.3,36.4,2025-05-09
10697,11224,6718,4917,15.7,16.43,2025-01-27
10698,13789,981,14951,16.31,47.74,2025-04-11
10699,12891,4306,6795,30.4,42.8,2025-02-19
10700,12175,945,866,6.61,11.82,2025-01-13
10701,11737,4535,10515,45.74,49.39,2025-06-06
10702,2688,15487,19745,7.84,13.65,2025-05-24
10703,6318,13678,18137,39.31,10.89,2025-02-08
10704,11486,4289,9814,22.34,36.18,2025-04-19
10705,7030,16242,6467,41.29,13.26,2025-01-03
10706,3085,225,16422,7.97,17.22,2025-03-26
10707,658,15554,24,41.01,40.97,2025-01-02
10708,13838,2891,12475,25.41,39.33,2025-05-07
10709,13301,2068,13998,6.08,13.19,2025-03-06
10710,8689,12955,6213,45.08,10.52,2025-02-18
10711,9166,10440,14763,16.11,23.58,2025-05-22
10712,14852,2209,11582,38.62,34.83,2025-04-27
10713,11066,11468,13524,14.6,20.96,2025-03-25
10714,9809,3248,17707,49.53,32.7,2025-03-24
10715,5734,9669,13315,35.74,37.92,2025-06-11
10716,7733,12711,15584,7.98,48.87,2025-03-23
10717,2546,13263,16162,40.14,27.23,2025-06-18
10718,11046,15286,14049,44.29,31.61,2025-01-30
10719,870,11108,11189,7.19,5.26,2025-03-24
10720,8157,2614,3626,22.87,47.89,2025-04-10
10721,3783,17675,4224,28.95,23.86,2025-05-01
10722,9914,6583,8394,40.16,20.7,2025-06-18
10723,12565,9408,14137,15.26,36.56,2025-03-06
10724,13001,7241,11395,44.42,41.26,2025-03-23
10725,5853,16273,15972,39.7,45.05,2025-04-22
10726,8290,1188,1959,27.37,36.28,2025-03-31
10727,13655,19259,17712,26.13,20.43,2025-03-20
10728,14679,4076,14658,29.66,23.17,2025-05-16
10729,3477,12576,11705,15.98,45.01,2025-04-05
10730,14289,4371,13854,35.84,5.84,2025-05-28
10731,14432,14433,11873,39.26,44.22,2025-04-09
10732,13304,6192,5978,29.83,37.89,2025-02-23
10733,12225,4151,17257,35.76,33.2,2025-03-21
10734,1709,5896,2374,5.97,36.21,2025-06-12
10735,7392,13550,11388,40.61,22.78,2025-05-16
10736,343,2260,615,7.9,37.8,2025-01-28
10737,6979,13188,6240,43.8,8.15,2025-05-21
10738,6309,1788,16873,43.81,18.61,2025-03-14
10739,6823,16188,18043,29.25,20.13,2025-05-25
10740,8818,14113,17380,6.96,26.51,2025-05-04
10741,4851,18537,19834,32.67,46.03,2025-04-23
10742,14618,6844,16959,5.48,9.17,2025-05-02
10743,10370,18305,3096,14.56,31.21,2025-02-07
10744,6525,7122,9846,17.23,27.3,2025-01-31
10745,13895,14680,15334,44.03,26.41,2025-03-13
10746,12828,16754,6947,22.38,38.49,2025-02-18
10747,14046,14380,6386,5.47,42.6,2025-04-29
10748,5688,7915,18130,37.2,42.07,2025-05-13
10749,6619,7938,12584,22.14,17.73,2025-01-30
10750,13918,3897,15557,44.66,33.69,2025-05-10
10751,10075,17039,8685,30.6,15.82,2025-01-31
10752,6732,1299,17360,46.76,16.44,2025-03-31
10753,3463,19388,14822,47.54,7.14,2025-04-01
10754,8386,11386,18871,16.35,34.53,2025-05-27
10755,1618,12029,16822,28.29,20.33,2025-01-15
10756,818,5154,2905,28.94,31.78,2025-04-24
10757,8548,13428,15587,20.89,37.92,2025-02-09
10758,6455,19316,753,9.79,38.76,2025-05-11
10759,12486,15376,3185,47.66,19.45,2025-04-10
10760,7900,12591,16901,32.77,36.35,2025-03-10
10761,1839,7892,802,11.5,19.16,2025-03-01
10762,372,14692,14086,11.07,46.33,2025-01-05
10763,3576,15932,1272,5.52,26.79,2025-01-11
10764,4198,1809,8782,39.48,24.39,2025-01-20
10765,14644,2424,2996,39.44,15.99,2025-02-16
10766,6323,15010,8526,13.85,46.59,2025-01-23
10767,12789,10159,413,45.83,28.32,2025-02-28
10768,3673,8411,16257,16.95,25.24,2025-03-04
10769,5798,16574,16411,47.5,13.92,2025-01-14
10770,8913,11970,17471,45.06,43.18,2025-04-22
10771,11614,4475,9868,44.88,43.89,2025-04-17
10772,8210,426,11846,19.85,38.72,2025-01-05
10773,2553,19526,5003,44.35,21.06,2025-04-25
10774,11363,13183,17016,16.94,28.36,2025-03-08
10775,534,10163,7938,22.25,9.56,2025-01-04
10776,6294,10428,15987,43.36,12.21,2025-03-19
10777,3099,11108,2786,40.51,36.15,2025-04-26
10778,10456,9270,13506,45.94,13.99,2025-02-25
10779,6332,16645,4644,48.7,6.31,2025-05-16
10780,14091,2106,15338,25.68,43.26,2025-02-27
10781,7523,17133,9136,25.68,33.99,2025-04-11
10782,8520,16747,1712,47.86,5.2,2025-06-01
10783,13827,9748,6172,46.57,13.27,2025-04-30
10784,11138,292,6307,5.25,43.39,2025-06-23
10785,12328,16242,2634,28.7,28.39,2025-04-09
10786,1592,4901,1004,11.9,27.28,2025-03-17
10787,12905,6100,1930,5.39,29.03,2025-02-08
10788,2485,15801,6794,20.32,27.94,2025-02-20
10789,14713,1502,10854,48.99,35.05,2025-04-21
10790,6030,18972,11408,44.3,9.84,2025-01-06
10791,10425,8905,11267,5.16,12.71,2025-01-23
10792,4795,9183,5399,9.01,33.89,2025-02-03
10793,1840,12553,13866,24.93,19.13,2025-03-04
10794,14460,13761,17336,19.09,17.46,2025-01-22
10795,3927,19768,12355,22.9,37.94,2025-02-14
10796,14428,18940,16136,19.79,39.51,2025-01-03
10797,3418,17214,19495,46.27,34.27,2025-06-12
10798,742,1839,18324,33.99,39.62,2025-01-26
10799,8326,17044,356,28.36,30.51,2025-03-24
10800,8360,1790,8823,45.12,45.58,2025-06-03
10801,929,1743,7320,44.12,21.89,2025-03-06
10802,12152,4158,2241,6.1,5.06,2025-05-31
10803,4515,11424,3998,11.74,26.0,2025-06-30
10804,2531,12626,15316,33.54,45.84,2025-02-06
10805,8320,1572,8501,27.25,36.6,2025-06-24
10806,12253,19805,6318,42.76,45.71,2025-01-06
10807,4148,11004,12336,6.47,7.7,2025-02-26
10808,4558,12768,16744,15.43,41.64,2025-02-26
10809,6286,3640,4707,29.92,49.77,2025-01-15
10810,8728,12214,220,32.68,12.55,2025-01-21
10811,12094,6705,12215,22.81,41.73,2025-03-11
10812,5284,13452,18973,37.46,31.36,2025-03-10
10813,8024,12748,18328,25.89,18.64,2025-05-22
10814,13983,15905,8964,35.78,6.47,2025-02-19
10815,6557,2564,6965,49.04,19.8,2025-05-15
10816,7667,12207,8020,8.79,46.4,2025-06-24
10817,8875,16550,13407,12.82,14.03,2025-04-10
10818,11526,14285,7680,32.97,23.98,2025-03-20
10819,3939,12739,625,37.17,30.05,2025-05-04
10820,8973,15396,9147,9.63,40.09,2025-04-15
10821,11356,11643,10170,20.48,9.37,2025-01-30
10822,1975,17359,10764,7.26,42.01,2025-02-28
10823,2819,14501,6225,24.74,27.96,2025-04-11
10824,5711,18418,7022,38.4,20.13,2025-02-19
10825,8019,11293,5136,5.94,8.67,2025-02-01
10826,7490,666,12420,40.92,6.63,2025-03-21
10827,11350,6202,105,19.46,21.04,2025-03-13
10828,8327,2903,2609,14.9,36.33,2025-03-24
10829,4826,9549,213,37.13,42.16,2025-03-28
10830,9470,538,408,14.22,34.72,2025-03-02
10831,1844,5227,1380,41.57,30.45,2025-04-23
10832,8081,7300,11926,28.99,25.69,2025-05-15
10833,1511,13769,3627,8.9,22.68,2025-05-21
10834,4419,19420,991,27.19,46.02,2025-01-18
10835,1283,16244,16061,24.76,32.54,2025-02-19
10836,7887,3903,7343,32.24,36.01,2025-04-11
10837,14497,17985,16819,35.54,31.42,2025-02-15
10838,7292,7115,8891,48.13,32.17,2025-05-05
10839,6562,9110,8886,36.78,15.09,2025-05-09
10840,2267,11159,8707,11.76,25.6,2025-05-22
10841,7137,4588,10949,19.23,37.19,2025-03-16
10842,939,10627,16624,36.59,17.14,2025-02-19
10843,9562,10485,5279,28.63,38.1,2025-02-22
10844,8792,6259,8031,25.92,11.2,2025-01-26
10845,3274,4567,10207,35.24,12.02,2025-04-29
10846,729,8028,14326,12.23,23.54,2025-02-27
10847,12942,7629,16125,9.05,22.99,2025-01-11
10848,10801,13761,2783,40.97,35.15,2025-01-10
10849,11964,14922,8280,25.42,35.22,2025-06-23
10850,610,10327,18117,21.21,45.38,2025-01-03
10851,3260,1340,4560,25.83,9.36,2025-02-07
10852,1182,13754,16079,10.24,7.26,2025-05-07
10853,1396,3036,13131,23.96,13.43,2025-04-12
10854,7954,13852,14114,20.04,33.49,2025-02-06
10855,7430,13727,6532,34.76,6.55,2025-02-13
10856,285,8124,12785,21.55,32.12,2025-06-25
10857,9101,9951,16203,36.52,30.65,2025-06-07
10858,11546,7285,14485,11.97,27.88,2025-04-21
10859,5398,8529,13038,45.15,25.08,2025-03-10
10860,6611,3909,2761,34.27,31.41,2025-03-30
10861,14244,3338,6388,22.69,21.18,2025-02-02
10862,3361,4625,1565,6.76,43.66,2025-01-03
10863,9093,11906,379,47.27,40.89,2025-02-22
10864,7308,5119,17742,42.95,31.2,2025-05-21
10865,10447,14148,18273,16.52,44.83,2025-01-27
10866,14147,16496,1240,34.31,43.87,2025-01-07
10867,4294,9472,5206,47.65,39.82,2025-02-21
10868,10497,17573,11282,33.94,12.44,2025-01-27
10869,1436,2512,891,34.84,44.6,2025-06-26
10870,3202,4864,2597,39.06,30.04,2025-06-12
10871,3667,476,17782,26.2,27.55,2025-02-02
10872,477,9971,2459,17.09,28.92,2025-02-13
10873,3800,1342,4296,5.72,27.82,2025-03-09
10874,14284,9786,6210,38.37,41.17,2025-06-02
10875,4942,18672,1294,27.44,38.4,2025-02-04
10876,532,8889,7472,34.86,24.75,2025-06-27
10877,13950,12064,3641,13.07,30.0,2025-01-14
10878,23,18617,8861,24.28,42.58,2025-02-09
10879,6909,18801,9099,12.96,33.43,2025-06-30
10880,9273,18427,4050,8.1,16.06,2025-01-19
10881,305,6052,4797,35.05,31.56,2025-06-29
10882,5978,11485,9238,9.76,38.77,2025-01-12
10883,11847,4997,16906,11.37,20.17,2025-05-20
10884,10779,5009,7776,23.02,27.31,2025-01-02
10885,9185,5170,5252,18.16,13.87,2025-03-29
10886,2429,4521,17431,26.71,27.43,2025-05-04
10887,552,5250,548,22.71,21.67,2025-01-30
10888,11300,16509,12562,32.06,34.96,2025-06-07
10889,6393,4938,3671,21.73,26.83,2025-01-16
10890,7136,6592,262,43.25,8.4,2025-03-26
10891,2165,9918,2709,31.29,49.3,2025-03-26
10892,213,19837,8078,28.56,39.06,2025-02-23
10893,5036,19275,14020,45.23,34.81,2025-02-23
10894,5572,3391,18364,25.32,31.3,2025-01-04
10895,9861,2719,2534,35.57,44.48,2025-05-29
10896,13361,19808,1239,38.74,47.48,2025-04-23
10897,13377,10554,5304,47.25,12.06,2025-03-19
10898,8335,5689,7684,19.66,13.23,2025-05-09
10899,5728,2323,17471,10.35,6.2,2025-05-01
10900,9845,16640,3910,40.93,25.94,2025-01-24
10901,10919,10191,4039,16.1,44.14,2025-01-06
10902,2834,9075,16267,14.02,32.08,2025-04-14
10903,7842,9149,9878,20.42,24.1,2025-04-22
10904,3815,14520,19084,19.06,10.2,2025-05-10
10905,11182,7798,5787,36.1,32.34,2025-06-19
10906,4211,10278,9128,20.16,26.86,2025-04-04
10907,10272,13386,13572,28.75,47.69,2025-01-09
10908,7567,10865,6683,40.01,20.61,2025-01-12
10909,7266,1359,5769,41.01,43.64,2025-04-02
10910,9307,4168,18548,23.36,7.63,2025-01-08
10911,7622,9784,17581,47.63,17.35,2025-06-27
10912,14006,18769,17154,47.5,26.64,2025-01-10
10913,165,18308,13066,44.21,28.3,2025-06-27
10914,7947,18696,16259,23.83,32.03,2025-02-15
10915,184,6657,15351,39.81,49.23,2025-03-09
10916,6732,14006,6272,36.99,27.45,2025-03-21
10917,12784,11628,13556,14.5,27.19,2025-02-11
10918,3384,10384,2814,41.32,19.66,2025-01-26
10919,12126,218,11921,11.1,31.38,2025-04-29
10920,1834,12099,14739,22.13,22.36,2025-03-21
10921,14082,18168,16563,38.95,5.02,2025-03-14
10922,11065,10288,1988,5.65,23.05,2025-02-17
10923,227,1272,6025,36.46,24.29,2025-03-11
10924,9315,18405,313,20.83,26.49,2025-05-14
10925,3319,6536,8310,21.55,8.48,2025-05-09
10926,12661,14109,13264,17.59,44.37,2025-05-01
10927,7976,15333,2026,6.97,18.1,2025-03-19
10928,1605,26,3983,23.54,43.47,2025-06-03
10929,14987,12075,8675,17.35,29.17,2025-05-06
10930,6007,7775,19341,7.26,35.83,2025-05-13
10931,14236,2642,14078,40.55,31.82,2025-02-04
10932,4203,13773,15452,25.29,47.03,2025-05-18
10933,11821,3658,7014,16.86,45.41,2025-05-02
10934,6700,18649,405,15.67,44.36,2025-04-20
10935,13667,18618,1612,33.15,42.69,2025-06-16
10936,14812,11409,2921,19.86,42.76,2025-02-09
10937,14714,14245,4114,37.93,44.96,2025-02-24
10938,9,5026,17996,43.76,40.87,2025-01-07
10939,5642,736,12180,19.38,20.35,2025-04-21
10940,6050,16607,7244,33.61,5.15,2025-03-10
10941,6139,17487,12035,20.49,6.87,2025-04-14
10942,8967,14431,7831,22.28,28.68,2025-06-25
10943,10561,19501,7751,8.11,23.8,2025-02-22
10944,11985,2145,4087,34.36,33.63,2025-03-31
10945,12454,6271,2384,20.45,44.41,2025-05-12
10946,3632,4686,1588,18.55,12.93,2025-02-25
10947,12654,6835,10931,11.55,44.72,2025-03-23
10948,12672,7400,3140,5.84,24.52,2025-04-12
10949,7564,8141,8141,15.81,30.64,2025-03-24
10950,13572,1502,19573,36.77,15.14,2025-05-21
10951,1829,16075,11435,32.74,32.53,2025-03-09
10952,14176,8929,10536,27.65,40.68,2025-04-25
10953,3337,18268,2494,32.86,26.58,2025-03-03
10954,7449,4396,4590,39.56,30.46,2025-06-14
10955,3497,15899,8751,11.0,26.18,2025-06-06
10956,11466,10237,6603,5.26,35.01,2025-05-04
10957,2526,19287,14180,42.96,19.49,2025-03-09
10958,2759,9353,1669,26.18,18.6,2025-05-29
10959,9915,13817,4588,24.4,49.93,2025-06-08
10960,6835,19540,17935,33.7,19.93,2025-01-30
10961,12662,4506,9699,47.71,26.29,2025-02-02
10962,1787,1908,3038,41.41,47.96,2025-03-04
10963,6617,10619,19409,47.33,40.29,2025-02-08
10964,8642,2640,8547,23.82,30.97,2025-01-18
10965,1687,17697,15607,7.85,13.37,2025-03-30
10966,8478,13239,9303,47.47,31.47,2025-02-14
10967,642,14087,15162,13.99,13.64,2025-02-21
10968,6959,16351,846,21.73,21.75,2025-02-12
10969,9579,6862,1383,23.89,10.08,2025-01-06
10970,8105,282,5663,22.67,37.4,2025-04-14
10971,5258,397,8719,8.31,12.4,2025-02-22
10972,10767,13833,7567,24.02,23.81,2025-02-14
10973,6993,11403,9804,21.87,26.99,2025-02-08
10974,1843,11724,17488,38.15,35.09,2025-06-29
10975,9724,847,12590,32.27,37.01,2025-02-09
10976,12846,4032,12835,22.5,14.09,2025-02-04
10977,439,4681,12301,11.83,32.74,2025-02-13
10978,1295,300,4846,49.75,19.89,2025-03-07
10979,6994,10117,8017,8.85,11.19,2025-05-20
10980,14392,3260,17136,13.92,7.95,2025-03-17
10981,7160,1501,7225,5.34,44.42,2025-06-30
10982,5434,9509,255,14.97,35.13,2025-02-22
10983,13705,9043,17512,28.32,38.58,2025-03-22
10984,14918,1055,4493,25.69,14.88,2025-04-23
10985,8212,9592,16756,36.75,49.3,2025-06-17
10986,4770,15736,13927,28.4,21.16,2025-05-06
10987,7509,17323,794,32.23,44.84,2025-06-22
10988,1632,8267,11553,38.78,19.63,2025-02-15
10989,4431,18609,7737,42.71,31.64,2025-01-03
10990,419,15458,5294,26.1,10.37,2025-05-18
10991,11327,5571,7178,20.54,29.21,2025-06-10
10992,5381,19311,1002,10.57,28.18,2025-02-18
10993,10502,7620,8727,41.56,6.95,2025-01-18
10994,9443,19362,18639,29.65,40.42,2025-04-18
10995,11383,7497,10283,28.25,32.19,2025-05-18
10996,9503,13600,18190,18.97,13.42,2025-06-23
10997,10265,4686,16877,44.54,17.01,2025-03-22
10998,2970,3470,19844,44.8,31.03,2025-02-21
10999,471,16652,19891,18.05,33.66,2025-03-19
11000,11118,10398,54,37.15,12.89,2025-02-23
11001,10470,8447,19151,7.99,10.27,2025-06-06
11002,5696,8099,4607,21.48,36.51,2025-01-18
11003,5728,9480,9443,7.62,34.32,2025-02-11
11004,303,8314,7155,25.83,30.25,2025-06-19
11005,10806,13006,15350,40.16,45.7,2025-02-01
11006,14383,18437,15284,36.1,48.22,2025-02-21
11007,2885,11183,1538,47.11,30.49,2025-06-19
11008,10099,14095,2600,7.14,20.89,2025-05-23
11009,7382,12656,6745,22.88,5.22,2025-04-04
11010,14923,10651,9864,12.66,49.61,2025-06-22
11011,12591,14804,721,41.42,32.11,2025-02-13
11012,12170,11948,1232,45.13,7.75,2025-01-03
11013,1431,8979,2984,48.28,49.85,2025-02-21
11014,6456,2055,6883,20.9,48.65,2025-04-27
11015,12029,11613,18533,39.97,17.3,2025-05-15
